	CON1	CON2	CON3	CON4	NPT1	NPT2	NPT3	NPT4
Bspry	191	244	172	316	277	257	209	165
Ptf1a	0	0	0	0	0	0	0	0
Sugct	19	33	22	59	36	38	19	18
Ptgdr	0	0	0	2	1	1	0	3
Tmc2	7	2	4	7	7	4	7	1
Ptgds	3	7	6	1	8	12	5	5
Mvd	68	85	94	91	122	119	60	50
Socs7	701	775	607	811	964	857	582	497
Prpf8	3873	5081	3995	5324	6397	6003	4066	3368
Ptger1	90	93	76	81	140	93	75	55
Casc3	661	641	487	760	823	720	487	365
Pcdha9	2	2	2	6	8	3	2	3
Pcdha3	0	0	2	0	0	1	1	0
Pcdha12	5	2	1	6	7	0	2	3
Sardh	216	236	122	224	339	234	107	168
Nlgn1	6	21	9	16	16	7	14	23
Ufsp2	312	494	418	427	548	593	524	478
Ptger2	107	137	142	121	189	173	114	167
Eif4a3	546	759	575	759	1212	1247	861	630
Mcrip1	461	488	297	542	709	491	311	322
Rwdd4a	226	269	240	289	432	414	380	326
Flna	15263	18269	14419	20229	31371	29539	21645	16948
Ptger3	27	38	12	36	26	19	21	29
Nadk	1477	1798	1552	1805	2796	2386	1723	1576
Stab1	1945	2307	1503	2224	3371	2213	1499	1468
Stab2	80	102	69	75	132	103	73	75
Ptger4	99	112	87	116	274	233	201	189
Pkhd1l1	1362	2168	1200	1961	1787	1527	1606	1188
Med9	201	236	142	217	311	314	230	192
Shkbp1	154	240	168	201	291	299	200	146
Edem1	1569	1809	1735	2029	2705	2430	1931	1879
Btnl10	0	4	0	2	0	0	5	1
Ash1l	3990	5274	4836	5040	6008	5607	4260	4151
Luc7l2	8307	9883	8837	9973	9983	9287	7722	8492
Bcas3	972	1242	970	1205	1197	1011	675	807
Lrrc4	101	104	90	112	151	117	84	79
Rspo1	189	238	164	189	203	147	110	136
Ptgfr	335	400	375	449	392	317	321	352
Wfdc12	0	2	0	0	2	4	2	6
Wfdc15b	0	0	0	1	0	2	0	0
Ptgfrn	3426	4213	2948	4184	7209	4819	2788	2210
Prom2	24	25	18	40	14	14	13	7
Tmem47	840	923	1027	942	936	741	583	851
Ptgir	25	59	38	78	140	92	78	49
Ptgis	724	732	564	690	1634	1644	1020	863
Hexim1	764	938	691	1003	1373	1382	993	712
Hps4	199	245	134	252	320	260	189	147
Hps1	209	243	144	305	293	248	183	134
Ptgs1	982	1191	1020	1229	2571	2499	1659	1389
Ptgs2	0	0	0	0	0	0	0	0
Pth	0	0	0	0	0	0	0	1
Pthlh	6	5	5	8	16	14	14	11
Pth1r	34	49	30	47	75	47	30	27
Phf21a	1018	1177	913	1256	1221	858	613	670
Slc25a36	3075	3822	3775	3798	3069	2810	2250	3051
Tmlhe	167	222	225	212	218	209	150	178
Ptk2b	529	620	479	686	511	462	364	310
Nrbp1	1022	1412	1204	1349	2129	1893	1418	1239
Twf1	1001	1114	1105	1093	1633	1721	1367	1297
Ptma	0	0	0	0	0	0	0	0
Tmsb10	530	695	465	550	736	524	317	501
Tmsb4x	20270	27634	28029	26075	26005	27690	26139	32253
Ptn	27	18	22	39	12	4	13	4
Ptp4a1	0	0	0	0	0	0	0	0
Ptp4a2	4189	5086	4812	5067	6926	7042	6003	5479
Ptp4a3	538	650	359	620	1214	689	365	318
Ptpn1	869	882	811	914	1540	1326	987	791
Ptpn11	2399	3001	2437	2693	4902	4823	3962	3217
Ptpn12	1755	2326	2104	2061	2611	2753	2300	2419
Ptpn13	2432	2998	2460	3539	2646	2529	1940	1670
Ptpn14	0	0	0	0	0	0	0	0
Dusp1	1129	1522	2568	1730	2428	2733	2166	1717
Ptpn18	0	0	0	0	0	0	0	0
Ptpn2	519	683	628	743	895	964	916	860
Ptpn20	28	27	16	41	8	14	5	1
Ptpn4	0	0	0	0	0	0	0	0
Ptpn5	10	17	8	22	6	2	1	1
Ptpn22	188	201	211	252	168	140	142	181
Sirpa	1439	1837	1696	2028	2315	2097	1564	1670
Ptpra	895	1085	844	985	1454	1290	774	722
Ptprb	22425	30266	23374	25296	43372	25787	12835	15087
Ptprc	0	0	0	0	0	0	0	0
Ptprcap	95	109	54	116	95	55	34	47
Cabp7	15	15	10	21	23	12	5	7
Zfp286	42	55	65	62	63	52	27	56
Wdr81	735	680	545	792	1435	1519	827	891
Ttc36	22	31	44	48	43	30	24	26
Pla2g15	351	515	359	466	545	465	342	344
Ripk2	262	379	336	374	443	437	328	302
Ell2	376	580	548	544	681	752	674	774
Rfpl4	0	0	0	0	1	3	3	3
Ptprd	2785	3682	3327	3199	2988	2428	1726	2519
Arhgdia	1719	1995	1376	1995	3355	2926	2039	1386
Abcg4	7	7	5	6	20	16	13	8
Ptpre	987	1232	1097	1050	1430	1152	906	796
Rassf3	2860	3485	2890	3261	2960	2414	1780	2023
Ptprf	6429	8442	6995	8129	11761	10346	6515	5690
Ptprg	3400	4783	4728	3851	6509	5143	3730	3833
Ptprj	1490	1921	1867	2094	2403	2159	1872	1418
Ptprk	2312	2842	2440	2867	3338	3141	2185	1866
Ptpru	682	763	671	922	957	687	280	382
Lrrc75b	35	21	21	21	30	20	17	12
Ptprm	3186	4255	3349	3815	4453	2851	1690	2100
Ptprn	0	0	0	0	0	0	0	0
Ptprn2	54	63	53	81	102	98	103	61
Ptpro	104	117	150	151	71	66	45	68
Kcnh6	64	86	67	86	61	71	47	49
Rapgef6	2406	3029	2958	2893	3120	2973	2502	2417
Ptprr	22	39	29	19	55	64	55	46
Ptprs	1219	1517	1041	1547	1824	1187	565	786
Ptprt	52	44	70	57	60	45	25	28
Ptprz1	209	216	272	344	188	144	108	304
Cavin1	5212	5617	3954	5576	7534	5923	3763	3597
Lrrc3c	4	0	3	0	0	0	1	0
Pts	498	624	568	614	553	543	410	576
Ptx3	5	8	8	9	67	21	17	44
Igdcc3	6	1	1	4	4	7	5	3
Itgb4	347	316	191	448	1056	658	414	294
Pura	4850	5336	5712	5115	5606	4949	3808	5591
Purb	5235	6011	6393	6007	7732	7384	6505	6655
Pvalb	0	0	1	0	6	0	0	1
Nectin2	579	763	631	760	1075	957	675	451
Nacad	172	141	77	188	194	152	158	96
Dhrs11	61	77	47	86	73	102	47	71
Lrrc75a	160	245	162	199	344	321	150	183
Pex19	0	0	0	0	0	0	0	0
Cyb5d2	131	147	140	146	163	152	112	118
Abcd3	2769	3502	3345	3559	4170	5369	4929	4257
Abcd4	175	222	149	197	289	248	156	133
Pirt	0	1	0	2	3	3	0	5
Pxmp2	114	110	81	130	126	148	111	72
Pex2	559	788	703	707	804	920	872	905
Pxn	1465	1800	1307	1801	2605	2224	1530	1040
Trpv1	0	5	2	5	5	11	7	1
Zfp3	99	112	96	88	150	127	72	89
Pex5	463	477	421	551	809	679	460	394
Or1e25	0	0	0	0	0	0	2	0
Pygm	251	290	141	252	462	253	124	109
Slu7	654	898	818	865	1130	1061	819	690
Qki	12662	14257	16532	12781	19829	19881	17265	19525
Rab1a	2396	2900	2880	2737	3813	3570	2982	3536
Rab10	1825	2133	1922	2178	2820	2928	2273	2131
Rab11b	989	1219	1020	1221	1387	1202	871	731
Rab12	1321	1603	1590	1414	2277	2007	1533	1423
BC049762	13	7	7	8	11	19	10	15
Rab17	0	0	0	0	0	0	0	0
Rab18	1421	1482	1541	1655	1889	1864	1660	1871
Rab19	66	120	94	144	87	81	79	77
Rab20	72	89	103	81	217	197	175	151
Oog1	1	2	2	0	2	1	0	2
Rab22a	463	574	501	524	744	654	499	513
Rab23	0	0	0	0	0	0	0	0
Rab24	369	449	413	557	605	482	379	387
Rab33a	7	12	8	9	13	3	10	2
Rab33b	630	791	707	766	969	944	771	849
Ripor2	870	1084	924	1138	678	411	382	380
Rab3a	165	164	129	196	293	215	151	170
Rab3d	660	836	670	837	1185	1140	634	616
Rab4a	88	99	76	107	134	105	81	94
Rab4b	192	221	133	207	311	281	162	196
Rab5b	1446	1797	1518	1605	2430	2158	1579	1530
Rab5c	1305	1635	1473	1579	2349	2342	1812	1511
Zfp184	48	53	55	51	54	51	56	37
Rab6a	1509	1908	1872	1612	2306	2401	1994	2178
Dennd5a	3392	4476	3849	3914	6118	4815	3212	3032
Kif20a	22	40	19	21	18	21	14	15
Rab7	1630	1940	1852	1903	2614	2563	1801	1691
Rabggtb	348	504	391	500	697	724	675	569
Rac1	3288	3991	3203	3766	5918	5376	4020	3311
Rac2	236	334	207	368	249	186	145	99
Rad1	123	159	132	163	214	166	115	129
Rad17	372	544	538	512	661	734	597	516
Rad21	2174	2685	2459	2587	3011	2768	2025	2106
Rad23a	441	402	358	504	968	795	548	494
Rad23b	1263	1607	1309	1610	2602	2731	2076	1706
Rad50	701	896	894	835	979	887	672	727
Rad51	19	36	14	26	20	25	19	40
Rad51ap1	19	27	15	14	14	16	10	12
Rad51b	127	124	137	213	61	52	38	53
Rad51d	339	379	305	435	473	357	241	256
Rad52	217	282	181	291	299	242	203	227
Rad54l	66	68	53	86	85	75	65	59
Rad9a	160	186	138	206	255	191	111	99
Rnf185	420	511	383	528	697	631	441	360
Rag1	6	58	4	0	1	1	1	2
Zbtb12	40	40	32	57	89	53	33	27
Rag2	2	4	6	10	4	6	3	6
Hspa1a	31	144	675	162	3453	2395	1382	1831
Abhd16a	713	843	701	868	1158	907	694	652
Rab34	241	308	214	296	568	607	371	316
Rai1	2830	3147	2121	3486	3161	2325	1479	1418
Aldh1a2	534	622	295	573	526	372	320	387
Kdm4b	605	663	494	722	1062	876	522	502
Mcfd2	1127	1315	1169	1266	2348	2318	1816	1697
Raly	1077	1452	1269	1352	2216	2021	1465	1369
Eme2	252	248	208	284	358	335	234	227
Ran	931	1225	1074	1155	2071	2315	1958	1639
Ranbp1	276	360	329	342	624	625	571	467
Ranbp2	7129	8645	8921	8822	10905	11664	10932	10161
Rangap1	523	657	529	674	1114	1005	723	591
Rasgrp2	803	960	649	877	1267	958	637	586
Rapsn	9	5	3	4	13	3	2	7
Rara	525	614	463	614	799	560	341	250
Rarg	697	806	581	856	1122	767	341	356
Mtmr11	213	274	180	273	433	414	263	239
Rasa3	865	1072	852	1127	1524	1331	855	655
Rasal1	22	25	5	18	7	4	2	3
Rasd1	17	22	18	13	51	57	33	32
Rasgrf1	68	56	56	95	72	68	63	39
Rasgrf2	1423	1840	1812	1690	2116	1622	1171	1452
Rasgrp1	220	306	204	281	157	111	106	102
Slfnl1	14	19	17	19	26	16	12	18
Pramel27	0	0	0	0	0	0	0	1
Pramel25	0	0	0	0	0	0	0	0
Cnksr1	179	204	177	244	345	286	280	206
Rimkla	0	13	5	8	8	14	12	16
9930104L06Rik	172	213	135	224	284	229	164	152
Rasl2-9	1	2	1	2	1	2	2	1
Vps37d	17	27	10	15	21	21	4	5
Rax	1	0	0	0	0	2	0	1
Trpv5	0	1	0	0	2	1	3	3
Moxd2	0	0	0	0	0	0	0	3
Tet3	2139	2340	1520	2700	2439	1854	1131	992
Mical3	1120	1385	1061	1306	1770	1303	790	767
Or2d3	0	0	0	0	0	0	0	0
Obox7	0	0	0	0	0	0	0	0
Reps2	2472	2831	3271	2644	2459	1877	1254	2459
Tmprss11a	1	0	0	0	1	2	0	1
Serpina16	0	1	3	3	0	0	3	0
Klf11	567	622	432	800	1012	725	501	525
Btg1c	0	0	0	0	0	0	0	0
Rhox11	0	0	0	0	0	0	0	2
Slc25a43	32	59	43	50	44	40	84	44
Gm9	0	1	0	0	0	0	0	5
Rhox4e	0	0	0	0	0	0	0	0
Pld6	19	29	26	26	40	28	23	20
Jmjd4	420	450	390	467	573	544	397	372
Sun3	11	12	1	6	14	9	13	16
Zzef1	2514	2993	2659	3117	4127	3883	2872	2606
Tmem199	162	200	179	184	302	288	214	174
Nlrp1a	21	41	40	29	30	16	18	21
Dcdc2a	140	224	157	301	33	22	24	20
Zfp469	109	95	95	135	287	289	180	74
Pom121l2	0	0	0	3	1	0	4	0
Gsc2	0	0	0	0	0	0	0	0
Trim40	2	2	3	0	5	5	5	3
Utp14b	0	0	0	0	0	0	0	0
Zfp691	42	48	37	49	105	81	47	46
Zfp982	106	142	139	140	111	111	95	170
Pramel11	0	0	0	0	0	0	2	0
Skint3	83	79	118	109	50	19	27	86
Hs3st2	2	0	0	0	0	0	1	0
Scml1	1	0	2	0	0	2	2	4
Nhs	93	99	107	130	196	203	139	142
Grhl1	146	169	166	213	120	167	114	133
Rb1	1286	1675	1790	1681	2100	1972	1338	1613
Rbbp4	1477	1857	1800	1866	2247	2286	1687	1918
Rbbp6	2020	2313	2015	2407	2492	2315	1905	1876
Robo3	7	10	5	9	14	11	7	6
Rbl1	379	540	456	519	448	418	334	403
Rbl2	1136	1421	1243	1402	1709	1535	1011	1057
Rbm3	1564	1807	1763	2118	3151	3887	4189	3757
Rbm4	21	14	9	24	18	19	12	5
Rbm6	1602	2139	1753	2169	2427	2181	1616	1551
Rbmx	1023	1264	1079	1254	1524	1325	967	963
Rbmxl1	175	206	215	226	288	324	251	210
Rbmy	0	0	0	0	0	0	0	0
Rbp1	277	350	314	402	309	256	139	183
Rbp2	1	2	2	4	0	0	0	0
Rbp3	0	0	0	0	0	0	2	2
Rbp4	99	96	105	142	89	69	67	61
Rbpms	1520	1681	1399	1765	2084	1908	1378	1142
Rbpj	2476	2855	2704	2904	2970	2761	2304	2333
Rbpjl	423	525	402	428	440	299	206	304
Rce1	200	219	165	229	402	350	214	209
Rcn1	637	956	742	817	1047	834	558	595
Rcvrn	3	2	1	1	4	6	9	3
Pitpnm2	1241	1539	1068	1536	2201	1321	921	688
Rdh5	65	104	61	95	96	79	52	48
Rdh16	0	1	3	0	1	1	0	0
Rdx	4460	6057	5924	5255	8089	7625	4966	5669
Rfc1	844	1142	907	1080	1329	1112	889	802
Recql	548	760	581	731	792	769	590	554
Reg1	4	3	3	5	1	0	1	2
Reg2	0	0	1	0	0	0	0	0
Reg3a	1	0	0	0	0	0	1	0
Reg3g	209	771	320	782	64	7	11	105
Rel	553	676	714	798	658	505	485	490
Rela	754	815	571	918	1127	781	578	512
Relb	327	422	234	451	684	481	337	290
Reln	362	480	421	393	758	863	482	472
Rem1	105	171	76	139	136	106	66	76
Ren1	0	0	0	0	0	0	0	0
Renbp	271	341	264	319	403	394	254	291
Upf1	1097	1308	854	1321	1851	1612	1069	869
Reps1	768	863	734	910	1074	942	688	669
Dpf2	613	694	516	725	852	707	429	333
Resp18	0	0	0	0	0	0	0	0
Rest	1181	1376	1288	1405	1563	1625	1169	1104
Ret	199	221	181	225	246	299	277	224
Rev3l	2148	2940	2745	2871	2953	2932	2538	2399
Bex1	14	14	11	15	4	16	9	11
Rfc2	286	361	284	370	431	353	221	251
Rfng	161	192	120	219	248	188	118	118
Trim27	454	567	401	550	669	617	420	360
Rfx1	331	437	317	464	468	357	219	236
Rfx2	191	213	199	337	234	232	133	98
Rfx3	890	1112	1046	1151	1017	704	575	843
Rfxank	163	171	148	216	258	185	137	112
Slc50a1	269	376	209	340	557	435	279	259
Ralgds	690	782	629	808	1015	651	370	397
Rgl1	0	0	0	0	0	0	0	0
Rgl2	898	986	772	1008	1484	1053	654	619
Rgn	11	14	16	14	8	9	6	12
Rgs16	0	0	0	0	0	0	0	0
Rgs2	0	0	0	0	0	0	0	0
Rgs4	0	0	0	0	0	0	0	0
Rgs5	0	0	0	0	0	0	0	0
Rgs9	410	584	473	521	459	275	144	180
Rhag	7	4	7	12	22	14	15	15
Rheb	638	853	812	871	1097	1238	1139	902
Rhd	10	16	2	10	6	14	9	10
Rnase1	3	2	0	3	0	0	0	0
Rit2	0	0	0	0	0	1	1	3
Ring1	191	198	167	200	292	251	172	148
Ralbp1	1822	2344	2027	2225	3495	2821	1732	1783
Ripk1	1099	1410	1301	1338	1886	1913	1527	1453
Rit1	549	616	578	580	781	718	548	504
Rlbp1	3	3	11	5	7	2	7	7
Rln1	0	0	0	0	0	0	2	0
Xpr1	0	0	0	0	0	0	0	0
Uri1	743	828	754	800	1017	1176	878	936
Rnaseh1	144	201	128	161	209	232	179	131
Rlim	4033	5035	4776	4790	6118	6316	5964	5657
Rnf2	0	0	0	0	0	0	0	0
Rnf4	1113	1276	996	1261	1803	1704	1358	1040
Rnf7	616	812	691	824	1057	931	731	797
Trim10	0	1	3	6	10	0	11	6
Rnps1	372	437	311	454	869	643	443	357
Robo1	534	647	515	544	588	551	359	388
Rock1	3793	4818	4808	4727	5366	5567	4765	5447
Rock2	4890	6331	6153	5999	8587	9708	8370	7275
Slc22a8	0	0	0	0	1	5	10	1
Rom1	50	61	43	59	104	85	78	76
Mst1r	108	169	86	131	210	169	147	123
Rora	3276	3803	3249	3665	3699	3342	2471	3035
Rorc	165	162	146	178	269	306	205	224
Ros1	181	239	198	185	195	117	131	226
Rp1	0	0	0	0	0	0	0	0
Rp2	903	1061	1300	1169	1001	1071	893	1261
Rpa2	114	156	133	132	270	179	146	154
Rpe65	0	1	0	1	0	0	0	1
Rpgr	251	331	326	445	255	236	161	246
Rph3a	1	0	0	2	0	0	2	3
Rpia	229	307	210	288	371	315	226	210
Rpl10a	1432	2063	1668	2009	2914	2888	2442	2214
Rpl18	1894	2503	1933	2582	3716	3844	2772	2663
Rpl19	3374	4282	3687	4096	6019	5753	4691	4787
Rpl21	1693	2206	2181	2108	2510	2496	2258	2556
Rpl22	1678	2458	2428	2517	2843	2591	2300	2981
Mrpl23	178	209	161	237	237	251	177	190
Rpl26	2472	3936	4266	3549	4360	4509	4447	5961
Rpl27	1249	1976	1490	1823	2378	2480	2220	1981
Rpl28	0	0	0	1	4	2	4	2
Rpl29	541	777	586	650	1222	1184	993	813
Rpl30	1937	2437	2796	2735	2795	2990	2718	3615
Rpl32	1375	2201	2055	2193	3216	3318	2957	3401
Rpl37a	0	0	0	0	0	0	0	0
Rpl36a	967	1288	1467	1408	1594	1690	1604	2178
Rpl6	2034	3102	2500	3055	4325	4457	3501	3052
Rpl7	0	0	0	0	0	0	0	0
Rpl9	3073	4166	4048	4276	5627	5542	4493	5059
Rpn2	1982	2640	1988	2623	3858	3327	2293	2014
Polr1c	342	331	361	418	545	491	410	356
Polr1b	265	319	223	318	452	426	330	255
Polr1d	286	371	318	391	501	509	444	363
Polr1a	452	579	414	583	928	999	717	497
Polr2a	2357	2710	2167	2966	4354	4236	3183	2169
Polr2c	367	387	371	436	526	602	412	416
Polr2j	148	193	163	184	226	269	207	197
Sub1	1244	1470	1583	1607	1416	1515	1601	1721
Pdc	0	0	0	0	0	0	0	0
Rps12	1444	1898	1938	1983	2517	2572	2248	2765
Rps14	4243	5482	5711	5493	6778	6571	6084	8254
Rps15	2504	3187	2744	2953	3906	3537	2710	3163
Rps16	896	1378	1256	1058	1213	1633	1389	1155
Rps17	2137	3174	3084	3022	3719	3770	3654	4198
Rps18	2333	3235	3370	3346	4413	4924	4741	5189
Rps19	2719	3412	3336	3483	5019	5025	4217	4574
Rps24	4652	6379	6494	6094	7075	7480	6948	8580
Rps29	1819	2674	2610	2776	2927	3037	3003	2757
Rps3a1	7045	8541	8930	9167	9683	9712	9023	10038
Rps4x	4926	7250	6099	7490	8267	8403	7885	6026
Rps5	2544	3457	3524	3656	4643	4666	4155	4266
Rps6	2897	3736	3386	4127	5180	5117	3930	4193
Rps6ka1	641	794	568	841	1347	1007	536	467
Rps6ka2	523	634	392	558	927	641	348	230
Rps7	2648	3901	4414	3949	4422	4444	4859	6042
Rps8	3064	4239	3796	4048	5590	5819	4640	4763
Trim30a	912	1210	1191	1172	1027	933	707	827
Rptn	52	63	63	116	7	14	11	8
Rras	286	385	264	363	584	507	374	288
Rrh	4	9	7	4	14	36	22	13
Rrm1	413	570	482	574	675	748	798	577
Rrm2	44	99	57	82	58	41	67	47
Rs1	144	163	189	194	221	182	118	190
Dhrs3	876	1198	977	1387	1363	1111	667	549
Rsu1	550	862	596	687	895	822	611	426
Rtkn	405	485	368	523	735	625	388	415
Rtn2	103	96	66	101	112	98	59	67
Rtn3	1811	2116	1770	2154	2416	2207	1726	1484
Hps6	139	169	108	152	216	199	123	105
Ruvbl2	281	410	273	467	598	579	327	300
Rxra	1082	1265	928	1422	1661	1349	828	703
Rxrb	343	378	310	436	618	504	291	302
Rxrg	0	0	0	0	0	0	0	0
Uimc1	677	827	647	750	998	993	759	772
Ncor1	3836	5006	4144	4814	5893	5105	3594	3455
Nr1h4	4	5	2	12	10	4	7	9
Ryk	1280	1670	1341	1502	2418	2152	1437	1328
Ryr1	4	26	15	15	112	26	20	16
Ryr2	728	1070	577	1375	872	843	635	488
Ryr3	85	113	89	130	49	48	44	60
S100a1	404	627	549	671	618	636	521	645
S100a10	833	1358	1187	1274	2035	2401	2813	2415
S100a11	181	233	214	203	367	339	270	351
S100a13	313	508	467	459	685	614	482	487
S100a3	3	1	2	6	4	1	9	0
S100a4	209	217	360	364	237	220	228	407
S100a5	1	0	0	0	1	2	0	2
S100a6	38	29	26	40	49	45	47	27
S100a8	243	182	1451	383	973	1563	1924	1940
S100a9	371	329	2229	514	1491	2072	2668	2731
S100b	20	22	33	41	29	28	18	12
Prrx2	4	8	5	5	19	13	7	10
Saa1	1	0	1	0	12	6	10	8
Saa2	1	0	0	2	2	3	4	3
Saa3	9	11	8	6	135	177	186	167
Saa4	0	0	0	0	1	2	1	0
Sag	0	0	0	0	0	0	0	0
Acsm3	21	27	15	13	55	42	54	43
Khdrbs1	2061	2472	1929	2632	2464	2464	1771	1856
Apcs	0	0	0	0	0	0	0	0
Sap18	578	820	637	703	1196	1169	911	831
Sf3a2	176	198	125	228	293	219	155	151
Sar1a	2431	3047	2633	3098	4451	4042	3308	2850
Sars1	821	982	806	1049	1536	1680	1310	951
Sart1	646	697	468	806	960	784	478	459
Sat1	1630	2108	2265	2351	2386	2754	2764	2515
Satb1	544	646	538	671	333	199	214	249
Nkx1-2	0	0	0	0	0	0	0	1
Sbp	0	0	0	0	2	4	3	0
Atxn1	2017	2360	1955	2491	2249	1932	1381	1478
Atxn2	1142	1318	1021	1290	1333	1220	888	806
Serpinb3a	0	0	0	0	0	0	0	0
Scd1	31748	39258	36164	36666	30173	34967	22218	23688
Scd2	12295	14558	13552	13905	18492	16734	11351	10543
Scg2	0	0	0	0	0	0	0	0
Scg3	22	23	9	46	30	21	14	18
Clec11a	62	97	67	62	88	68	49	70
Stmn2	227	346	324	272	430	206	92	206
Scin	10	19	9	15	29	47	52	60
Stmn3	14	15	13	12	22	10	8	11
Scn10a	3	3	2	3	5	5	3	10
Scn1a	2	1	0	0	0	0	0	10
Scn1b	58	92	56	103	115	73	27	36
Scn3a	1705	2398	1930	2021	1241	956	463	953
Scn5a	216	225	161	342	87	80	84	32
Scn7a	15807	20640	17299	18142	15933	9192	6022	9447
Scn8a	7	13	4	4	11	2	17	7
Scn9a	0	0	1	3	0	1	4	1
Scnn1a	2171	2144	2255	2518	5203	4982	3864	2787
Scnn1b	1142	1449	1370	1798	1497	1479	989	1051
Scnn1g	1898	2319	2543	2204	3698	3831	2955	2842
Scp2	1691	2506	2345	2326	3338	2873	2238	2755
Scrg1	2	2	10	0	12	7	4	7
Zc3h7b	1622	1852	1290	1844	2395	1762	1130	1054
Sct	0	0	0	0	1	0	0	0
Msr1	70	63	129	140	255	267	283	425
Scx	86	113	92	106	177	132	133	115
Ccl1	0	0	0	0	0	0	0	0
Ccl11	14	17	45	34	40	42	39	63
Ccl12	7	9	2	12	20	29	46	30
Ccl17	19	37	48	48	113	125	200	149
Ccl2	3	10	6	9	69	52	76	100
Ccl20	0	0	0	0	0	0	0	0
Ccl22	23	53	44	59	173	75	53	71
Ccl25	37	37	31	43	51	61	45	44
Ccl27a	89	129	84	86	129	100	51	89
Ccl3	3	9	5	6	3	4	9	6
Ccl4	8	7	7	15	11	7	10	8
Ccl5	16	38	30	37	24	25	7	26
Ccl6	695	1517	1447	1275	1505	2184	2473	2973
Ccl7	2	14	4	11	55	57	79	122
Ccl8	4	22	22	21	7	18	17	56
Ccl9	122	208	216	192	484	507	711	773
Cxcl15	16838	27502	24990	22293	28215	25520	23272	34997
Cxcl2	2	1	5	3	19	2	10	11
Cxcl5	7	53	9	12	81	33	77	72
Cx3cl1	157	230	164	241	268	171	102	87
Cxcl12	2077	2774	1568	2494	2621	1182	519	804
Sdf2	341	487	458	483	671	588	506	458
Serpinf1	97	239	133	255	222	268	155	139
Sdf4	2310	2695	2296	2788	3829	3147	2298	2354
Sfrp2	180	121	78	154	132	88	87	114
Nptn	1447	1859	1623	1946	2210	2135	1768	1639
Frrs1	271	366	269	410	384	271	238	225
Sord	687	782	599	867	713	474	335	479
Cavin2	0	0	0	0	0	0	0	0
Sec22b	561	732	613	792	982	1016	784	702
Sec23a	841	1168	989	1132	1435	1301	992	1086
Sec61g	298	459	472	453	625	581	718	956
Exoc4	1227	1754	1411	1582	1785	1632	1332	1190
Sel1l	2628	3215	2638	3205	3917	3620	2343	2251
Sele	0	0	0	0	0	0	0	0
Glg1	2826	3426	2812	3729	4478	3546	2425	2010
Selenbp1	5992	7579	7124	9289	17146	21437	16252	13743
Selenbp2	61	51	46	83	156	147	107	79
Sell	0	0	0	0	0	0	0	0
Selp	0	0	0	0	0	0	0	0
Selplg	161	220	227	260	261	180	177	149
Sema3a	2279	2926	3066	2441	3242	2714	2073	3063
Sema3b	895	1067	800	905	1188	1063	807	619
Sema3c	7590	12286	13117	8907	14108	12353	8451	9439
Sema3e	2905	3472	3496	3181	3441	2886	2508	2744
Sema3f	1365	1746	1301	1588	4349	2847	1614	1405
Sema4a	357	490	391	480	471	425	340	254
Sema4b	276	301	263	400	450	356	204	177
Sema4c	0	0	0	0	0	0	0	0
Sema4d	332	428	313	517	429	304	196	224
Sema4f	257	319	234	368	282	263	173	133
Sema5a	1140	1247	1158	1257	2240	1932	1495	1312
Sema5b	8	3	2	1	8	2	2	6
Sema6a	4145	5362	4041	4986	4403	2928	1504	1600
Sema6b	103	91	75	112	388	259	180	137
Sema6c	57	57	34	46	68	34	20	26
Sema7a	503	484	363	502	2161	1639	1040	673
Septin8	1020	1317	979	1221	2358	1983	1193	1024
Selenop	8140	10080	9565	9044	13662	14658	9270	10058
Selenow	630	730	476	670	932	651	446	503
Serf1	33	46	32	30	31	27	17	39
Sez6	0	2	0	0	1	0	1	5
Foxp3	39	42	35	54	42	42	32	39
Spi1	132	145	161	165	220	193	145	131
Sfrp1	293	272	197	294	612	466	329	292
Frzb	1	2	0	1	6	5	4	7
Sfrp4	12	10	11	16	8	5	6	14
Srsf2	1820	2070	1910	2115	2584	2929	2202	2289
Srsf3	2934	3437	3176	3941	3636	3792	3574	3304
Srsf5	3979	4862	3808	5194	5463	5104	3753	3833
Sftpa1	34052	47734	44395	45741	59516	58955	49010	49492
Sftpb	20207	25360	19799	26211	40759	36758	26303	23029
Sftpc	61987	97445	81197	84409	86731	93689	81909	82320
Sftpd	6179	9185	8010	8201	13061	14792	16242	12770
Sgca	5	11	5	7	7	9	9	3
Sgce	481	701	593	598	674	672	438	432
Sgk1	1335	1876	2014	1761	3117	3752	3209	2338
Scg5	10	14	8	14	5	10	16	6
Sgpl1	1077	1426	1254	1427	1614	1677	1420	1175
Sh2b1	512	544	399	620	642	541	306	331
Sh2d1a	8	18	18	14	8	5	11	7
Sh3bp1	215	210	160	274	260	201	137	104
Zfp106	3574	4346	3886	4071	5856	5168	3841	3678
Itsn2	2987	4109	3733	3717	4501	4399	3379	3692
Sh3gl2	31	43	33	36	41	26	8	20
Sh3gl1	371	457	302	467	642	518	367	386
Sh3gl3	8	7	10	9	18	11	14	8
Ostf1	1030	1305	1099	1249	1706	1634	1305	1217
Sorbs3	1213	1282	1099	1512	2275	2059	1698	1275
Sorbs1	1499	1850	1339	1839	3075	3091	2192	1568
Shbg	0	0	0	0	12	11	7	5
Shc1	949	1186	1002	1204	2241	2502	2128	1246
Shc3	35	23	17	19	25	31	23	25
